Regional SAM Balances IO Detail Accounts ,,,,
InstitutionPayments,TypeCodesAll.Description,InstitutionReceipts,TypeCodesAll_1.Description,Value
11002,Federal Government Defense,531,"* Employment and payroll of state govt, non-education",0
11002,Federal Government Defense,533,"* Employment and payroll of local govt, non-education",0
11002,Federal Government Defense,534,"* Employment and payroll of local govt, education",0
11002,Federal Government Defense,535,"* Employment and payroll of federal govt, non-military",0.96405583620071411
11002,Federal Government Defense,536,"* Employment and payroll of federal govt, military",2.9337203502655029
11002,Federal Government Defense,10001,Households LT10k,0
11002,Federal Government Defense,10002,Households 10-15k,0
11002,Federal Government Defense,10003,Households 15-25k,0
11002,Federal Government Defense,10004,Households 25-35k,0
11002,Federal Government Defense,10005,Households 35-50k,0
11002,Federal Government Defense,10006,Households 50-75k,0
11002,Federal Government Defense,10007,Households 75-100k,0
11002,Federal Government Defense,10008,Households 100-150k,0
11002,Federal Government Defense,10009,Households 150k+,0
11002,Federal Government Defense,11001,Federal Government NonDefense,1.2468197311812544E-05
11002,Federal Government Defense,11002,Federal Government Defense,0
11002,Federal Government Defense,11003,Federal Government Investment,0
11002,Federal Government Defense,12001,State/Local Govt NonEducation,0.0036551866341760957
11002,Federal Government Defense,14001,Capital,0
11002,Federal Government Defense,14001,Capital,3.141138478213179E-07
11002,Federal Government Defense,14002,Inventory Additions/Deletions,5.9297641760608233E-07
11002,Federal Government Defense,25001,Foreign Trade,0.34946850893060022
11002,Federal Government Defense,28001,Domestic Trade,1.3088026347711439
11003,Federal Government Investment,15,"Forestry, forest products, and timber tract production",0
11003,Federal Government Investment,18,Commercial hunting and trapping,0
11003,Federal Government Investment,19,Support activities for agriculture and forestry,0
11003,Federal Government Investment,20,Extraction of natural gas and crude petroleum,0
11003,Federal Government Investment,37,Drilling oil and gas wells,0
11003,Federal Government Investment,38,Support activities for oil and gas operations,0
11003,Federal Government Investment,50,Natural gas distribution,0
11003,Federal Government Investment,52,Construction of new health care structures,0.07970757782459259
11003,Federal Government Investment,53,Construction of new manufacturing structures,0.013634112663567066
11003,Federal Government Investment,54,Construction of new power and communication structures,0.022922985255718231
11003,Federal Government Investment,55,Construction of new educational and vocational structures,0.088097906033376014
11003,Federal Government Investment,56,Construction of new highways and streets,0.021687659748531884
11003,Federal Government Investment,57,"Construction of new commercial structures, including farm structures",0.068765788977991418
11003,Federal Government Investment,58,Construction of other new nonresidential structures,0.25091805302670417
11003,Federal Government Investment,59,Construction of new single-family residential structures,0.0069797496873163275
11003,Federal Government Investment,60,Construction of new multifamily residential structures,0.0016683171899515969
11003,Federal Government Investment,61,Construction of other new residential structures,0.025184057288189596
11003,Federal Government Investment,62,Maintenance and repair construction of nonresidential structures,0
11003,Federal Government Investment,63,Maintenance and repair construction of residential structures,0
11003,Federal Government Investment,64,"Maintenance and repair construction of highways, streets, bridges, and tunnels",0
11003,Federal Government Investment,94,"Bread and bakery product, except frozen, manufacturing",0
11003,Federal Government Investment,95,Frozen cakes and other pastries manufacturing,0
11003,Federal Government Investment,134,Sawmills,0
11003,Federal Government Investment,138,Reconstituted wood product manufacturing,4.367798805363842E-08
11003,Federal Government Investment,145,All other miscellaneous wood product manufacturing,7.7180319511647462E-05
11003,Federal Government Investment,154,Printing,1.8328090843161575E-07
11003,Federal Government Investment,180,Polish and other sanitation good manufacturing,0
11003,Federal Government Investment,195,Other plastics product manufacturing,3.9666170279143977E-08
11003,Federal Government Investment,206,Ready-mix concrete manufacturing,0
11003,Federal Government Investment,236,Handtool manufacturing,3.0212287655358512E-08
11003,Federal Government Investment,261,Other fabricated metal manufacturing,6.9420704370358612E-05
11003,Federal Government Investment,278,Industrial mold manufacturing,0.00018208811885258989
11003,Federal Government Investment,282,Rolling mill and other metalworking machinery manufacturing,1.3814857270376761E-06
11003,Federal Government Investment,346,Motor vehicle body manufacturing,1.3024990648470526E-05
11003,Federal Government Investment,356,Other motor vehicle parts manufacturing,7.3883860428330392E-07
11003,Federal Government Investment,369,Upholstered household furniture manufacturing,2.2953683149907657E-06
11003,Federal Government Investment,378,Blind and shade manufacturing,0
11003,Federal Government Investment,385,Sporting and athletic goods manufacturing,5.9633562563368789E-08
11003,Federal Government Investment,395,Wholesale trade,0.067010854097023814
11003,Federal Government Investment,396,Retail - Motor vehicle and parts dealers,0
11003,Federal Government Investment,397,Retail - Furniture and home furnishings stores,0
11003,Federal Government Investment,398,Retail - Electronics and appliance stores,0
11003,Federal Government Investment,399,Retail - Building material and garden equipment and supplies stores,0
11003,Federal Government Investment,400,Retail - Food and beverage stores,0
11003,Federal Government Investment,401,Retail - Health and personal care stores,0
11003,Federal Government Investment,402,Retail - Gasoline stores,0
11003,Federal Government Investment,403,Retail - Clothing and clothing accessories stores,0
11003,Federal Government Investment,404,"Retail - Sporting goods, hobby, musical instrument and book stores",0
11003,Federal Government Investment,405,Retail - General merchandise stores,0
11003,Federal Government Investment,406,Retail - Miscellaneous store retailers,0
11003,Federal Government Investment,407,Retail - Nonstore retailers,0
11003,Federal Government Investment,411,Truck transportation,0.0029198875313608814
11003,Federal Government Investment,412,Transit and ground passenger transportation,0
11003,Federal Government Investment,413,Pipeline transportation,0
11003,Federal Government Investment,414,Scenic and sightseeing transportation and support activities for transportation,0
11003,Federal Government Investment,415,Couriers and messengers,0
11003,Federal Government Investment,416,Warehousing and storage,0
11003,Federal Government Investment,417,Newspaper publishers,0
11003,Federal Government Investment,425,Radio and television broadcasting,0
11003,Federal Government Investment,427,Wired telecommunications carriers,0
11003,Federal Government Investment,432,Internet publishing and broadcasting and web search portals,0
11003,Federal Government Investment,433,Monetary authorities and depository credit intermediation,0
11003,Federal Government Investment,434,Nondepository credit intermediation and related activities,0
11003,Federal Government Investment,437,Insurance carriers,0
11003,Federal Government Investment,438,"Insurance agencies, brokerages, and related activities",0
11003,Federal Government Investment,439,"Funds, trusts, and other financial vehicles",0
11003,Federal Government Investment,440,Real estate,0
11003,Federal Government Investment,441,Owner-occupied dwellings,0
11003,Federal Government Investment,443,General and consumer goods rental except video tapes and discs,0
11003,Federal Government Investment,444,Video tape and disc rental,0
11003,Federal Government Investment,445,Commercial and industrial machinery and equipment rental and leasing,0
11003,Federal Government Investment,446,Lessors of nonfinancial intangible assets,0
11003,Federal Government Investment,447,Legal services,0
11003,Federal Government Investment,448,"Accounting, tax preparation, bookkeeping, and payroll services",0
11003,Federal Government Investment,449,"Architectural, engineering, and related services",0
11003,Federal Government Investment,451,Custom computer programming services,0.021796166666412067
